c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63
A540,19,0,0,0,165,66,0,0,2,4,1,1,1,1,2,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4,1,0,1,0,0,1,7,1,1,1,1,1,3,0,1,0,2,0,1,1
A541,16,0,0,0,158,72,0,0,2,3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,3,1,0,1,1,1,0,8,0,0,1,0,1,1,0,1,1,1,0,1,1
A542,21,1,1,0,153,73,0,0,1,8,0,0,0,1,2,99,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,3,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,2,0,1,1
A543,17,1,0,0,171,70,0,0,1,4,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,6,0,0,1,1,1,0,6,0,0,1,1,0,1,0,1,0,1,1,0,1
A544,18,1,0,1,148,53,0,0,0,7,1,1,1,1,2,99,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,6,1,1,2,1,0,1,2,1,1,0,1,0,2,0,1,1,1,1,1,1
A545,16,1,1,1,170,68,0,0,1,3,0,0,0,0,1,1,99,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,5,0,0,3,1,1,0,10,0,0,1,1,1,2,0,0,1,2,1,0,1
A546,11,0,0,1,160,60,0,0,1,3,0,0,0,1,2,99,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,5,1,0,3,1,1,0,1,0,0,0,0,1,1,0,0,0,3,1,1,1
A547,17,0,0,1,165,70,1,1,0,7,1,1,1,1,2,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,2,0,1,3,1,0,1,1,1,1,0,1,1,3,0,1,0,3,0,0,1
A548,20,0,1,1,170,70,1,1,2,5,1,1,0,1,2,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,7,0,1,3,1,1,0,10,0,0,0,0,1,1,1,1,1,2,1,0,1
A549,17,0,1,0,165,68,1,1,2,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,3,1,0,3,1,0,1,10,1,1,0,1,0,2,0,1,1,3,1,0,1
A550,15,1,1,1,153,78,1,1,0,3,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,2,1,1,1,0,0,1,8,1,1,1,1,1,3,1,0,1,3,0,1,1
A551,17,1,0,1,169,64,1,1,1,3,0,1,0,0,1,99,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,4,1,1,3,1,1,0,9,0,0,1,1,1,2,0,1,1,1,0,0,1
A552,16,0,0,1,172,94,0,0,2,5,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,2,1,1,3,1,1,0,5,0,0,1,1,0,1,1,1,1,2,1,0,1
A553,22,1,1,1,180,70,1,1,1,4,0,1,1,1,2,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,5,1,0,2,0,0,1,10,1,1,0,0,0,1,1,1,0,3,1,0,0
A554,19,0,0,0,158,58,1,1,2,4,1,1,1,1,2,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,4,1,0,3,0,0,1,10,1,1,0,0,1,2,0,1,0,3,1,1,1
A555,19,1,0,0,177,81,0,0,1,7,0,1,0,0,1,1,99,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,4,0,1,1,1,1,0,6,0,0,0,1,0,1,1,1,0,2,1,0,1
A556,17,1,1,0,170,69,1,1,0,7,1,1,1,1,2,1,99,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,5,1,1,1,0,0,1,4,1,1,0,1,1,3,0,1,1,3,1,0,1
A557,22,1,0,0,170,60,1,1,0,3,0,1,0,1,2,99,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,3,1,0,1,0,1,0,4,0,0,1,0,1,1,1,1,0,2,1,1,1
A558,15,1,0,1,171,98,0,0,1,6,0,1,1,1,2,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,3,1,0,1,0,0,1,2,1,1,0,0,0,1,1,1,1,3,0,1,1
A559,20,1,1,0,153,63,0,0,1,9,0,0,0,1,2,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,2,1,1,3,1,1,0,7,0,0,0,1,1,2,0,0,0,2,1,0,1
A560,23,1,0,0,165,65,1,1,0,7,1,0,1,0,1,99,99,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,5,1,1,2,0,0,1,5,1,1,0,0,0,1,0,0,1,1,1,0,1
A561,11,0,0,0,174,74,1,1,1,6,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,6,0,0,2,0,1,0,2,0,0,1,0,1,1,1,1,1,2,0,1,1
A562,21,0,0,0,148,50,0,0,0,8,1,1,1,0,1,99,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,2,0,0,1,8,1,1,0,1,1,3,0,1,0,2,0,1,1
A563,11,1,1,1,155,74,1,1,1,6,0,0,0,1,2,0,99,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,1,0,10,0,0,1,0,0,0,1,0,0,2,1,0,1
A564,22,1,0,1,157,51,1,1,2,5,1,1,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,10,0,0,1,1,0,1,0,1,1,3,0,0,1
A565,24,1,0,1,169,55,0,0,1,5,0,0,1,0,1,1,99,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,4,0,1,3,1,0,1,4,1,1,1,1,0,2,0,0,0,1,1,1,1
A566,12,1,1,1,175,53,0,0,0,3,0,0,1,1,2,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,7,0,0,3,0,0,1,2,1,1,1,0,1,2,0,0,1,2,1,1,1
A567,22,0,1,1,165,67,0,0,2,8,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,4,1,1,3,1,0,1,10,1,1,1,0,0,1,0,1,1,3,0,0,1
A568,12,0,1,0,182,75,1,1,0,8,1,1,0,0,1,99,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,6,0,1,1,0,1,0,7,0,0,0,0,0,0,0,1,0,3,1,0,1
A569,10,0,0,1,169,68,1,1,2,7,1,1,0,0,1,99,99,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,5,0,1,2,1,1,0,8,0,0,0,1,0,1,0,1,0,2,0,1,0
A570,24,0,1,0,172,55,0,0,2,7,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,3,1,1,2,1,0,1,2,1,1,1,0,1,2,0,1,0,3,1,1,1
A571,10,1,0,0,162,59,0,0,2,9,1,1,1,1,2,99,99,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,3,0,1,3,1,0,1,9,1,1,0,1,0,2,0,1,1,2,0,1,1
A572,16,1,1,1,185,94,0,0,1,9,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,5,0,1,2,1,0,1,9,1,1,1,0,0,1,1,0,0,2,1,0,1
A573,22,0,1,1,162,62,0,0,1,7,0,0,1,1,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,1,1,1,1,0,1,7,1,1,1,1,0,2,0,0,1,1,0,0,1
A574,23,0,0,0,174,88,1,1,2,5,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,5,0,1,1,1,1,0,9,0,0,1,1,1,2,0,0,1,1,1,1,1
A575,16,0,1,0,176,108,0,0,2,8,1,1,1,1,2,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,3,0,0,1,6,1,1,1,0,0,1,1,1,0,3,1,1,1
A576,20,1,1,1,171,71,0,0,1,4,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,3,0,0,1,7,1,1,0,0,0,1,1,0,0,2,0,1,1
A577,24,1,1,0,183,85,0,0,2,8,1,1,0,1,2,99,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,1,3,1,1,0,5,0,0,0,0,0,0,0,1,0,1,1,1,0
A578,15,1,1,0,170,67,1,1,2,5,1,0,0,1,2,1,99,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,7,0,0,1,1,0,1,1,0,0,1,1,0,0
A579,10,1,1,1,165,70,1,1,1,7,0,0,0,1,2,99,99,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,6,1,0,1,1,1,0,6,0,0,0,0,1,1,1,0,0,1,0,1,1
A580,11,1,1,1,158,58,0,0,1,7,0,1,1,1,2,0,99,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6,0,0,2,1,0,1,2,1,1,1,0,0,1,0,1,1,1,0,0,1
A581,22,1,0,0,167,79,0,0,1,6,0,1,1,1,2,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,2,0,0,1,1,1,1,1,0,1,2,0,1,0,2,0,0,1
A582,24,1,1,0,166,63,0,0,0,3,0,0,1,0,1,0,99,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,4,1,0,2,1,0,1,6,1,1,0,0,1,2,0,0,1,2,1,1,1
A583,11,0,0,0,157,55,1,1,1,7,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,2,0,1,1,1,0,1,6,1,1,1,0,1,2,0,0,1,3,0,1,1
A584,12,0,0,1,168,65,1,1,2,7,1,1,0,1,2,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,3,0,1,0,8,0,0,0,0,0,0,0,1,1,1,1,1,1
A585,23,1,0,0,156,60,0,0,0,6,1,0,1,0,1,1,99,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,5,1,0,2,0,0,1,9,1,1,1,1,1,3,0,0,0,3,0,1,1
A586,20,0,1,0,161,68,1,1,2,6,1,1,0,0,1,99,99,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,5,0,1,3,1,1,0,4,0,0,1,1,0,1,1,1,1,1,1,0,1
A587,17,1,1,0,183,92,0,0,1,8,0,1,0,0,1,0,99,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,3,0,1,0,5,0,0,0,0,1,1,0,1,0,1,0,1,1
A588,19,0,1,1,172,62,1,1,2,9,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,5,1,0,3,0,1,0,10,0,0,1,0,1,1,0,0,1,1,1,0,0
A589,18,0,0,1,169,75,0,0,1,6,0,1,1,1,2,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,2,0,0,1,0,0,1,2,1,1,0,0,0,1,0,1,0,2,1,1,1
A590,21,0,1,1,159,57,0,0,2,7,1,1,0,0,1,99,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,6,0,0,2,1,1,0,8,0,0,0,1,1,2,0,1,0,2,1,0,1
A591,22,1,1,0,162,105,1,1,0,6,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,2,0,1,3,1,0,1,5,1,1,0,1,0,2,1,1,1,3,1,1,1
A592,21,0,1,0,154,64,1,1,0,9,1,0,1,1,2,0,99,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,2,1,0,2,1,0,1,2,1,1,0,1,1,3,1,0,1,2,1,1,1
A593,12,0,0,1,170,95,0,0,2,7,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,6,1,1,1,1,1,3,1,0,0,2,0,1,1
A594,21,0,1,1,173,73,0,0,1,5,0,1,1,1,2,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,7,1,1,3,1,0,1,10,1,1,0,0,0,1,0,1,0,2,0,0,1
A595,22,0,1,0,160,88,1,1,0,9,1,0,0,0,1,0,99,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,3,0,0,1,1,1,0,5,0,0,0,0,0,0,1,0,0,3,1,0,1
A596,10,1,0,0,167,68,0,0,0,7,1,0,0,1,2,99,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,6,0,1,3,0,1,0,9,0,0,0,1,0,1,0,0,1,2,1,1,1
A597,19,1,1,1,158,70,1,1,1,3,0,0,0,1,2,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,7,0,0,3,1,1,0,9,0,0,1,1,1,2,1,0,0,3,1,0,1
A598,23,0,0,1,164,67,1,1,0,9,1,0,1,1,2,0,99,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,5,1,1,1,0,0,1,0,0,1,1,0,0,1
A599,13,0,0,1,164,57,1,1,1,7,0,0,0,0,1,99,99,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,7,0,1,3,1,1,0,10,0,0,1,0,1,1,0,0,1,2,1,0,1
A600,16,1,0,0,157,70,1,1,0,3,0,0,1,0,1,0,99,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,6,1,1,1,1,0,1,8,1,1,0,1,0,2,0,0,0,2,0,0,1
A601,22,1,1,0,158,83,1,1,1,6,0,1,0,0,1,99,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,3,1,1,3,0,1,0,6,0,0,0,1,1,2,0,1,0,2,1,1,1
A602,14,1,0,0,165,70,1,1,1,7,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,6,1,1,0,1,0,2,0,0,1,1,1,1,1
A603,15,1,1,1,76,55,0,0,1,8,0,0,1,1,2,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,7,0,1,3,0,0,1,10,1,1,0,1,1,3,0,0,1,3,1,0,1
A604,17,1,1,1,156,65,1,1,0,5,1,1,1,0,1,1,99,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,3,0,1,3,0,0,1,3,1,1,1,1,0,2,0,1,1,2,1,0,1
A605,17,1,0,1,166,70,0,0,1,8,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,4,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,2,0,0,1
A606,22,0,1,1,168,68,0,0,2,7,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,6,1,1,1,0,0,1,6,1,1,0,1,1,3,0,1,1,2,1,0,1
A607,21,0,0,1,183,98,0,0,0,3,0,0,0,1,2,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,3,0,1,3,0,1,0,5,0,0,0,0,1,1,1,0,0,3,1,0,1
A608,13,1,1,1,169,65,1,1,2,3,1,1,1,0,1,99,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
A609,18,1,0,1,175,75,1,1,0,3,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,1,1,0,1,1,1,1,1,0,1,2,0,1,1,3,0,1,1
A610,19,0,0,1,168,72,0,0,2,5,1,1,0,0,1,1,99,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,6,0,0,2,1,1,0,9,0,0,0,0,0,0,0,1,1,2,0,0,1
A611,13,0,1,1,173,75,1,1,2,3,1,0,1,1,2,99,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,1,1,2,1,0,1,10,1,1,0,1,1,3,0,0,1,2,0,1,1
A612,22,0,1,1,185,81,1,1,2,6,1,0,0,1,2,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,1,0,4,0,0,0,1,0,1,0,0,0,2,1,0,1
A613,11,0,0,0,149,60,1,1,1,6,0,1,0,0,1,1,99,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,2,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,3,0,1,1
A614,11,0,1,0,170,68,0,0,2,6,1,0,1,1,2,99,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,4,0,1,3,0,0,1,1,1,1,0,1,0,2,1,0,1,1,1,0,1
A615,13,1,0,1,158,69,1,1,1,6,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,5,0,1,2,0,0,1,1,1,1,1,0,0,1,0,0,0,2,0,1,1
A616,16,1,0,0,180,90,0,0,1,6,0,0,0,1,2,0,99,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,3,1,1,0,8,0,0,1,1,1,2,0,0,0,2,0,1,1
A617,22,1,0,1,153,60,1,1,2,5,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,5,1,1,1,1,0,1,2,1,1,0,1,1,3,0,1,0,1,1,1,1
A618,13,0,1,0,170,65,1,1,1,5,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,6,0,1,3,0,1,0,3,0,0,0,0,0,0,1,1,1,2,1,0,1
A619,13,0,0,1,170,82,1,1,1,7,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,7,0,0,3,0,0,1,8,1,1,0,0,1,2,0,0,1,1,1,0,1
A620,12,1,0,0,157,60,0,0,2,4,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,3,0,0,2,0,1,0,8,0,0,1,1,0,1,0,1,0,2,1,1,1
A621,24,1,0,1,179,79,1,1,2,3,1,0,1,1,2,1,99,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,5,1,1,3,0,0,1,3,1,1,0,1,0,2,0,0,1,3,1,1,1
A622,17,0,0,0,154,56,1,1,2,8,1,0,0,1,2,1,99,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,4,0,1,1,0,1,0,2,0,0,1,1,1,2,0,0,0,3,0,0,1
A623,18,0,0,1,162,66,0,0,1,8,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,4,1,1,1,0,0,1,4,1,1,1,1,0,2,0,0,1,3,0,0,1
A624,21,0,1,0,161,85,0,0,0,9,1,1,1,1,2,99,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,3,0,0,1,2,1,1,0,0,1,2,0,1,0,1,1,1,1
A625,21,1,0,0,172,73,0,0,2,6,1,1,1,1,2,99,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,7,0,0,1,0,0,1,9,1,1,0,0,0,1,0,1,1,2,0,1,1
A626,20,0,0,0,160,63,0,0,2,9,1,0,1,0,1,1,99,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,2,0,1,3,1,0,1,10,1,1,1,0,0,1,1,0,0,1,1,0,1
A627,16,1,0,0,158,53,0,0,0,8,1,1,1,1,2,99,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,5,1,1,3,1,0,1,2,1,1,1,1,0,2,0,1,1,3,1,1,0
A628,20,0,0,1,142,61,0,0,0,4,0,0,1,0,1,99,99,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,3,0,0,1,2,0,1,0
A629,13,1,1,0,160,89,1,1,1,6,0,0,0,0,1,0,99,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,2,1,0,1,0,1,0,3,0,0,1,0,0,0,0,0,1,2,1,0,1
A630,12,1,1,0,159,79,0,0,1,3,0,0,1,1,2,1,99,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,4,1,1,1,0,0,1,5,1,1,1,1,0,2,0,0,1,1,1,0,1
A631,15,0,1,1,175,70,0,0,1,3,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,6,0,1,3,1,1,0,3,0,0,0,1,1,2,1,1,0,2,1,1,1
A632,22,0,1,1,156,93,0,0,2,8,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,1,0,2,0,0,0,0,0,0,0,1,0,2,0,1,1
A633,12,0,0,1,168,69,0,0,0,5,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1
A634,16,1,1,1,172,87,0,0,1,9,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,1,2,0,1,1,2,0,0,1
A635,20,1,1,0,158,78,1,1,2,6,1,0,0,0,1,99,99,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,4,0,1,3,1,1,0,9,0,0,0,0,1,1,0,0,1,2,0,1,1
A636,18,1,1,0,170,90,0,0,2,7,1,1,1,1,2,0,99,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,4,1,1,3,0,0,1,7,1,1,0,1,0,2,0,1,0,1,1,1,1
A637,21,1,0,0,161,72,1,1,2,8,1,1,0,1,2,1,99,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,7,1,0,1,1,1,0,5,0,0,1,0,0,0,0,1,0,1,1,1,1
A638,23,0,0,0,165,100,0,0,1,7,0,1,0,1,2,99,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,4,0,0,1,0,1,0,2,0,0,0,1,1,2,0,1,0,1,1,1,1
A639,18,1,1,1,150,83,1,1,2,3,1,1,1,1,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,3,1,0,1,5,1,1,0,1,0,2,0,1,0,3,0,1,1
A640,23,0,1,1,154,98,1,1,2,6,1,1,0,0,1,99,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,2,1,0,2,0,1,0,9,0,0,0,1,1,2,0,1,1,3,1,0,1
A641,20,1,0,0,160,55,0,0,0,9,1,1,0,1,2,99,99,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,6,1,0,3,1,1,0,1,0,0,0,1,1,2,0,1,1,3,1,1,0
A642,20,1,1,0,165,80,0,0,2,9,1,1,0,0,1,99,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,5,1,0,2,1,1,0,4,0,0,1,0,0,0,0,1,0,2,0,1,1
A643,15,0,1,1,154,54,0,0,1,6,0,1,0,0,1,1,99,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2,0,1,0,8,0,0,0,0,0,0,1,1,1,1,1,0,1
A644,10,0,1,1,150,67,0,0,2,4,1,0,0,0,1,99,99,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,3,0,1,0,2,0,0,1,0,1,1,0,0,0,2,0,1,1
A645,15,1,1,0,153,49,0,0,1,4,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,6,0,0,1,1,1,0,10,0,0,0,0,0,0,0,1,0,3,0,0,1
A646,12,0,0,1,165,115,1,1,0,4,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,7,0,1,1,0,1,0,6,0,0,0,1,0,1,0,0,0,2,0,0,1
A647,20,1,1,0,160,89,0,0,1,7,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,4,1,1,1,1,0,1,4,1,1,0,1,0,2,0,0,1,1,0,1,1
